Data as of,Start Week,End Week,State,Condition Group,Condition,ICD10_codes,Age Group,Number of COVID-19 Deaths,Flag
09/20/2020,02/01/2020,09/19/2020,US,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",75-84,24180,
09/20/2020,02/01/2020,09/19/2020,US,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",85+,25848,
09/20/2020,02/01/2020,09/19/2020,US,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",Not stated,8,
09/20/2020,02/01/2020,09/19/2020,US,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All ages,92240,
09/20/2020,02/01/2020,09/19/2020,US,Coronavirus Disease 2019,COVID-19,U071,0-24,409,
09/20/2020,02/01/2020,09/19/2020,US,Coronavirus Disease 2019,COVID-19,U071,25-34,1433,
09/20/2020,02/01/2020,09/19/2020,US,Coronavirus Disease 2019,COVID-19,U071,35-44,3756,
09/20/2020,02/01/2020,09/19/2020,US,Coronavirus Disease 2019,COVID-19,U071,45-54,9901,
09/20/2020,02/01/2020,09/19/2020,US,Coronavirus Disease 2019,COVID-19,U071,55-64,23617,
09/20/2020,02/01/2020,09/19/2020,US,Coronavirus Disease 2019,COVID-19,U071,65-74,39937,
09/20/2020,02/01/2020,09/19/2020,US,Coronavirus Disease 2019,COVID-19,U071,75-84,49101,
09/20/2020,02/01/2020,09/19/2020,US,Coronavirus Disease 2019,COVID-19,U071,85+,57458,
09/20/2020,02/01/2020,09/19/2020,US,Coronavirus Disease 2019,COVID-19,U071,Not stated,7,
09/20/2020,02/01/2020,09/19/2020,US,Coronavirus Disease 2019,COVID-19,U071,All ages,185619,
09/20/2020,02/01/2020,09/19/2020,AK,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,0,
09/20/2020,02/01/2020,09/19/2020,AK,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,0,
09/20/2020,02/01/2020,09/19/2020,AK,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,0,
09/20/2020,02/01/2020,09/19/2020,AK,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,AK,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,AK,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,AK,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,AK,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,AK,Respiratory diseases,Influenza and pneumonia,J09-J18,Not stated,0,
09/20/2020,02/01/2020,09/19/2020,AK,Respiratory diseases,Influenza and pneumonia,J09-J18,All ages,19,
09/20/2020,02/01/2020,09/19/2020,AK,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,0,
09/20/2020,02/01/2020,09/19/2020,AK,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,25-34,0,
09/20/2020,02/01/2020,09/19/2020,AK,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,35-44,0,
09/20/2020,02/01/2020,09/19/2020,AK,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,45-54,0,
09/20/2020,02/01/2020,09/19/2020,AK,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,55-64,0,
09/20/2020,02/01/2020,09/19/2020,AK,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,AK,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,AK,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,AK,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,Not stated,0,
09/20/2020,02/01/2020,09/19/2020,AK,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All ages,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,AK,Respiratory diseases,Adult respiratory distress syndrome,J80,0-24,0,
09/20/2020,02/01/2020,09/19/2020,AK,Respiratory diseases,Adult respiratory distress syndrome,J80,25-34,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,AK,Respiratory diseases,Adult respiratory distress syndrome,J80,35-44,0,
09/20/2020,02/01/2020,09/19/2020,AK,Respiratory diseases,Adult respiratory distress syndrome,J80,45-54,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,AK,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,0,
09/20/2020,02/01/2020,09/19/2020,AK,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,AK,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,AK,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,0,
09/20/2020,02/01/2020,09/19/2020,AK,Respiratory diseases,Adult respiratory distress syndrome,J80,Not stated,0,
09/20/2020,02/01/2020,09/19/2020,AK,Respiratory diseases,Adult respiratory distress syndrome,J80,All ages,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,AK,Respiratory diseases,Respiratory failure,J96,0-24,0,
09/20/2020,02/01/2020,09/19/2020,AK,Respiratory diseases,Respiratory failure,J96,25-34,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,AK,Respiratory diseases,Respiratory failure,J96,35-44,0,
09/20/2020,02/01/2020,09/19/2020,AK,Respiratory diseases,Respiratory failure,J96,45-54,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,AK,Respiratory diseases,Respiratory failure,J96,55-64,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,AK,Respiratory diseases,Respiratory failure,J96,65-74,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,AK,Respiratory diseases,Respiratory failure,J96,75-84,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,AK,Respiratory diseases,Respiratory failure,J96,85+,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,AK,Respiratory diseases,Respiratory failure,J96,Not stated,0,
09/20/2020,02/01/2020,09/19/2020,AK,Respiratory diseases,Respiratory failure,J96,All ages,15,
09/20/2020,02/01/2020,09/19/2020,AK,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",0-24,0,
09/20/2020,02/01/2020,09/19/2020,AK,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",25-34,0,
09/20/2020,02/01/2020,09/19/2020,AK,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",35-44,0,
09/20/2020,02/01/2020,09/19/2020,AK,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",45-54,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,AK,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",55-64,0,
09/20/2020,02/01/2020,09/19/2020,AK,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",65-74,0,
09/20/2020,02/01/2020,09/19/2020,AK,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",75-84,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,AK,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,0,
09/20/2020,02/01/2020,09/19/2020,AK,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0,
09/20/2020,02/01/2020,09/19/2020,AK,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All ages,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,AK,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,0,
09/20/2020,02/01/2020,09/19/2020,AK,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,0,
09/20/2020,02/01/2020,09/19/2020,AK,Circulatory diseases,Hypertensive diseases,I10-I15,35-44,0,
09/20/2020,02/01/2020,09/19/2020,AK,Circulatory diseases,Hypertensive diseases,I10-I15,45-54,0,
09/20/2020,02/01/2020,09/19/2020,AK,Circulatory diseases,Hypertensive diseases,I10-I15,55-64,0,
09/20/2020,02/01/2020,09/19/2020,AK,Circulatory diseases,Hypertensive diseases,I10-I15,65-74,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,AK,Circulatory diseases,Hypertensive diseases,I10-I15,75-84,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,AK,Circulatory diseases,Hypertensive diseases,I10-I15,85+,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,AK,Circulatory diseases,Hypertensive diseases,I10-I15,Not stated,0,
09/20/2020,02/01/2020,09/19/2020,AK,Circulatory diseases,Hypertensive diseases,I10-I15,All ages,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,AK,Circulatory diseases,Ischemic heart disease,I20-I25,0-24,0,
09/20/2020,02/01/2020,09/19/2020,AK,Circulatory diseases,Ischemic heart disease,I20-I25,25-34,0,
09/20/2020,02/01/2020,09/19/2020,AK,Circulatory diseases,Ischemic heart disease,I20-I25,35-44,0,
09/20/2020,02/01/2020,09/19/2020,AK,Circulatory diseases,Ischemic heart disease,I20-I25,45-54,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,AK,Circulatory diseases,Ischemic heart disease,I20-I25,55-64,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,AK,Circulatory diseases,Ischemic heart disease,I20-I25,65-74,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,AK,Circulatory diseases,Ischemic heart disease,I20-I25,75-84,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,AK,Circulatory diseases,Ischemic heart disease,I20-I25,85+,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,AK,Circulatory diseases,Ischemic heart disease,I20-I25,Not stated,0,
09/20/2020,02/01/2020,09/19/2020,AK,Circulatory diseases,Ischemic heart disease,I20-I25,All ages,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,AK,Circulatory diseases,Cardiac arrest,I46,0-24,0,
09/20/2020,02/01/2020,09/19/2020,AK,Circulatory diseases,Cardiac arrest,I46,25-34,0,
09/20/2020,02/01/2020,09/19/2020,AK,Circulatory diseases,Cardiac arrest,I46,35-44,0,
09/20/2020,02/01/2020,09/19/2020,AK,Circulatory diseases,Cardiac arrest,I46,45-54,0,
09/20/2020,02/01/2020,09/19/2020,AK,Circulatory diseases,Cardiac arrest,I46,55-64,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,AK,Circulatory diseases,Cardiac arrest,I46,65-74,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,AK,Circulatory diseases,Cardiac arrest,I46,75-84,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,AK,Circulatory diseases,Cardiac arrest,I46,85+,0,
09/20/2020,02/01/2020,09/19/2020,AK,Circulatory diseases,Cardiac arrest,I46,Not stated,0,
09/20/2020,02/01/2020,09/19/2020,AK,Circulatory diseases,Cardiac arrest,I46,All ages,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,AK,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",0-24,0,
09/20/2020,02/01/2020,09/19/2020,AK,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",25-34,0,
09/20/2020,02/01/2020,09/19/2020,AK,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",35-44,0,
09/20/2020,02/01/2020,09/19/2020,AK,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",45-54,0,
09/20/2020,02/01/2020,09/19/2020,AK,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",55-64,0,
09/20/2020,02/01/2020,09/19/2020,AK,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",65-74,0,
09/20/2020,02/01/2020,09/19/2020,AK,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",75-84,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,AK,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",85+,0,
09/20/2020,02/01/2020,09/19/2020,AK,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",Not stated,0,
09/20/2020,02/01/2020,09/19/2020,AK,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All ages,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,AK,Circulatory diseases,Heart failure,I50,0-24,0,
09/20/2020,02/01/2020,09/19/2020,AK,Circulatory diseases,Heart failure,I50,25-34,0,
09/20/2020,02/01/2020,09/19/2020,AK,Circulatory diseases,Heart failure,I50,35-44,0,
09/20/2020,02/01/2020,09/19/2020,AK,Circulatory diseases,Heart failure,I50,45-54,0,
09/20/2020,02/01/2020,09/19/2020,AK,Circulatory diseases,Heart failure,I50,55-64,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,AK,Circulatory diseases,Heart failure,I50,65-74,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,AK,Circulatory diseases,Heart failure,I50,75-84,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,AK,Circulatory diseases,Heart failure,I50,85+,0,
09/20/2020,02/01/2020,09/19/2020,AK,Circulatory diseases,Heart failure,I50,Not stated,0,
09/20/2020,02/01/2020,09/19/2020,AK,Circulatory diseases,Heart failure,I50,All ages,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,AK,Circulatory diseases,Cerebrovascular diseases,I60-I69,0-24,0,
09/20/2020,02/01/2020,09/19/2020,AK,Circulatory diseases,Cerebrovascular diseases,I60-I69,25-34,0,
09/20/2020,02/01/2020,09/19/2020,AK,Circulatory diseases,Cerebrovascular diseases,I60-I69,35-44,0,
09/20/2020,02/01/2020,09/19/2020,AK,Circulatory diseases,Cerebrovascular diseases,I60-I69,45-54,0,
09/20/2020,02/01/2020,09/19/2020,AK,Circulatory diseases,Cerebrovascular diseases,I60-I69,55-64,0,
09/20/2020,02/01/2020,09/19/2020,AK,Circulatory diseases,Cerebrovascular diseases,I60-I69,65-74,0,
09/20/2020,02/01/2020,09/19/2020,AK,Circulatory diseases,Cerebrovascular diseases,I60-I69,75-84,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,AK,Circulatory diseases,Cerebrovascular diseases,I60-I69,85+,0,
09/20/2020,02/01/2020,09/19/2020,AK,Circulatory diseases,Cerebrovascular diseases,I60-I69,Not stated,0,
09/20/2020,02/01/2020,09/19/2020,AK,Circulatory diseases,Cerebrovascular diseases,I60-I69,All ages,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,AK,Sepsis,Sepsis,A40-A41,0-24,0,
09/20/2020,02/01/2020,09/19/2020,AK,Sepsis,Sepsis,A40-A41,25-34,0,
09/20/2020,02/01/2020,09/19/2020,AK,Sepsis,Sepsis,A40-A41,35-44,0,
09/20/2020,02/01/2020,09/19/2020,AK,Sepsis,Sepsis,A40-A41,45-54,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,AK,Sepsis,Sepsis,A40-A41,55-64,0,
09/20/2020,02/01/2020,09/19/2020,AK,Sepsis,Sepsis,A40-A41,65-74,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,AK,Sepsis,Sepsis,A40-A41,75-84,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,AK,Sepsis,Sepsis,A40-A41,85+,0,
09/20/2020,02/01/2020,09/19/2020,AK,Sepsis,Sepsis,A40-A41,Not stated,0,
09/20/2020,02/01/2020,09/19/2020,AK,Sepsis,Sepsis,A40-A41,All ages,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,AK,Malignant neoplasms,Malignant neoplasms,C00-C97,0-24,0,
09/20/2020,02/01/2020,09/19/2020,AK,Malignant neoplasms,Malignant neoplasms,C00-C97,25-34,0,
09/20/2020,02/01/2020,09/19/2020,AK,Malignant neoplasms,Malignant neoplasms,C00-C97,35-44,0,
09/20/2020,02/01/2020,09/19/2020,AK,Malignant neoplasms,Malignant neoplasms,C00-C97,45-54,0,
09/20/2020,02/01/2020,09/19/2020,AK,Malignant neoplasms,Malignant neoplasms,C00-C97,55-64,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,AK,Malignant neoplasms,Malignant neoplasms,C00-C97,65-74,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,AK,Malignant neoplasms,Malignant neoplasms,C00-C97,75-84,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,AK,Malignant neoplasms,Malignant neoplasms,C00-C97,85+,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,AK,Malignant neoplasms,Malignant neoplasms,C00-C97,Not stated,0,
09/20/2020,02/01/2020,09/19/2020,AK,Malignant neoplasms,Malignant neoplasms,C00-C97,All ages,10,
09/20/2020,02/01/2020,09/19/2020,AK,Diabetes,Diabetes,E10-E14,0-24,0,
09/20/2020,02/01/2020,09/19/2020,AK,Diabetes,Diabetes,E10-E14,25-34,0,
09/20/2020,02/01/2020,09/19/2020,AK,Diabetes,Diabetes,E10-E14,35-44,0,
09/20/2020,02/01/2020,09/19/2020,AK,Diabetes,Diabetes,E10-E14,45-54,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,AK,Diabetes,Diabetes,E10-E14,55-64,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,AK,Diabetes,Diabetes,E10-E14,65-74,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,AK,Diabetes,Diabetes,E10-E14,75-84,0,
09/20/2020,02/01/2020,09/19/2020,AK,Diabetes,Diabetes,E10-E14,85+,0,
09/20/2020,02/01/2020,09/19/2020,AK,Diabetes,Diabetes,E10-E14,Not stated,0,
09/20/2020,02/01/2020,09/19/2020,AK,Diabetes,Diabetes,E10-E14,All ages,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,AK,Obesity,Obesity,E65-E68,0-24,0,
09/20/2020,02/01/2020,09/19/2020,AK,Obesity,Obesity,E65-E68,25-34,0,
09/20/2020,02/01/2020,09/19/2020,AK,Obesity,Obesity,E65-E68,35-44,0,
09/20/2020,02/01/2020,09/19/2020,AK,Obesity,Obesity,E65-E68,45-54,0,
09/20/2020,02/01/2020,09/19/2020,AK,Obesity,Obesity,E65-E68,55-64,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,AK,Obesity,Obesity,E65-E68,65-74,0,
09/20/2020,02/01/2020,09/19/2020,AK,Obesity,Obesity,E65-E68,75-84,0,
09/20/2020,02/01/2020,09/19/2020,AK,Obesity,Obesity,E65-E68,85+,0,
09/20/2020,02/01/2020,09/19/2020,AK,Obesity,Obesity,E65-E68,Not stated,0,
09/20/2020,02/01/2020,09/19/2020,AK,Obesity,Obesity,E65-E68,All ages,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,AK,Alzheimer disease,Alzheimer disease,G30,0-24,0,
09/20/2020,02/01/2020,09/19/2020,AK,Alzheimer disease,Alzheimer disease,G30,25-34,0,
09/20/2020,02/01/2020,09/19/2020,AK,Alzheimer disease,Alzheimer disease,G30,35-44,0,
09/20/2020,02/01/2020,09/19/2020,AK,Alzheimer disease,Alzheimer disease,G30,45-54,0,
09/20/2020,02/01/2020,09/19/2020,AK,Alzheimer disease,Alzheimer disease,G30,55-64,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,AK,Alzheimer disease,Alzheimer disease,G30,65-74,0,
09/20/2020,02/01/2020,09/19/2020,AK,Alzheimer disease,Alzheimer disease,G30,75-84,0,
09/20/2020,02/01/2020,09/19/2020,AK,Alzheimer disease,Alzheimer disease,G30,85+,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,AK,Alzheimer disease,Alzheimer disease,G30,Not stated,0,
09/20/2020,02/01/2020,09/19/2020,AK,Alzheimer disease,Alzheimer disease,G30,All ages,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,AK,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",0-24,0,
09/20/2020,02/01/2020,09/19/2020,AK,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",25-34,0,
09/20/2020,02/01/2020,09/19/2020,AK,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",35-44,0,
09/20/2020,02/01/2020,09/19/2020,AK,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",45-54,0,
09/20/2020,02/01/2020,09/19/2020,AK,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",55-64,0,
09/20/2020,02/01/2020,09/19/2020,AK,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",65-74,0,
09/20/2020,02/01/2020,09/19/2020,AK,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",75-84,,Counts less than 10 suppressed.
