Country,iso3,State,Region,Date,Measure_L1,Measure_L2,Measure_L3,Measure_L4,Status,Comment,Source,,
United States of America,USA,Alabama,Alabama,4/30/20,Returning to normal life,Lift restriction on mass gatherings,Re-opening of public places,Re-open beaches,,"Beaches. Effective April 30, 2020, at 5:00 P.M., all beaches shall be open to gatherings of fewer than 10 persons, and anyone using the beaches must maintain a consistent six-foot distance between himself or herself and all persons from a different household. For purposes of this section, the term “beach” means the sandy shoreline area abutting the Gulf of Mexico, whether privately or publicly owned, including beach access points.",https://governor.alabama.gov/assets/2020/04/Safer-At-Home-Order-Signed-4.28.20.pdf,,
United States of America,USA,Alabama,Alabama,5/8/20,Resource allocation,Crisis management plans,"State aid, taxation and social security",Legal protection extended for essential workers,,Liability protections for businesses and health care providers: legal protection in case of death or injury due to Covid-19,https://governor.alabama.gov/newsroom/2020/05/eighth-supplemental-state-of-emergency-coronavirus-covid-19/,,
United States of America,USA,Alaska,Alaska,3/2/20,Resource allocation,Crisis management plans,Financial aid for health system,funding of temporary positions in Department of Health and Social Services,,fund ten additional temporary positions within the Department of Health and Social Services,https://gov.alaska.gov/newsroom/2020/03/02/governor-increases-novel-coronavirus-preparedness/,,
United States of America,USA,Alaska,Alaska,3/2/20,Resource allocation,Crisis management plans,Financial aid for health system,Preparedness and response,,"provides $4 million in state funds and allows for the receipt of $9 million in federal support for mitigation and response efforts / oday, Alaska Governor Mike Dunleavy submitted a supplemental budget amendment to fund ten additional temporary positions within the Department of Health and Social Services (DHSS) for novel coronavirus disease (COVID-19) preparedness and response.",https://gov.alaska.gov/newsroom/2020/03/11/governor-issues-public-health-disaster-emergency-declaration-for-covid-19/ --- https://gov.alaska.gov/newsroom/2020/03/02/governor-increases-novel-coronavirus-preparedness/,,
United States of America,USA,Alaska,Alaska,3/11/20,Resource allocation,Activate or establish emergency response,Declare state of emergency,,,,https://gov.alaska.gov/newsroom/2020/03/11/governor-issues-public-health-disaster-emergency-declaration-for-covid-19/,,
United States of America,USA,Alaska,Alaska,3/11/20,Resource allocation,Activate or establish emergency response,Risk management plan,Set up crisis unit (national),,"unified command structure between the Alaska Department of Health and Social Services (DHSS), Alaska Department of Military and Veterans Affairs (DMVA), and the Department of Public Safety (DPS)",https://gov.alaska.gov/newsroom/2020/03/11/governor-issues-public-health-disaster-emergency-declaration-for-covid-19/,,
United States of America,USA,Alaska,Alaska,3/11/20,Resource allocation,Police and army interventions,To support the population,,,"Uniformed members of the Alaska Organized Militia, including the Alaska National Guard, are prepared to respond to the needs of our communities and DHSS as requested.",https://gov.alaska.gov/newsroom/2020/03/11/governor-issues-public-health-disaster-emergency-declaration-for-covid-19/,,
United States of America,USA,Alaska,Alaska,3/12/20,"Case identification, contact tracing and related measures",Quarantine,Contact persons,14 day home quarantine,,Those who have been exposed and are considered at risk will undergo self-quarantine for 14 days with public health supervision.,https://gov.alaska.gov/newsroom/2020/03/12/first-case-of-covid-19-confirmed-by-alaska-state-public-health-laboratory-is-an-international-resident/,,
United States of America,USA,Alaska,Alaska,3/13/20,Social distancing,Measures for special populations,Measures to limit contact to long-term care facilities,Close long-term care facilities for visitors,,Alaska Psychiatric Institute,https://gov.alaska.gov/newsroom/2020/03/13/governor-issues-first-covid-19-health-mandate/,,
United States of America,USA,Alaska,Alaska,3/13/20,Social distancing,Special measures for certain establishments,Prisons and youth detention centers,Visit restriction in prisons and youth detention centers,,Suspend public visitations to Division of Juvenile Justice Facilities and Department of Corrections (DOC) Facilities,https://gov.alaska.gov/newsroom/2020/03/13/governor-issues-first-covid-19-health-mandate/,,
United States of America,USA,Alaska,Alaska,3/13/20,Social distancing,Measures for special populations,Military Academy,Suspend public visitations to the Alaska Military Youth Academy,,Suspend public visitations to the Alaska Military Youth Academy,https://gov.alaska.gov/newsroom/2020/03/13/governor-issues-first-covid-19-health-mandate/,,
United States of America,USA,Alaska,Alaska,3/16/20,Social distancing,Closure of educational institutions,Complete closure of kindergartens,,,Closure of public schools,https://gov.alaska.gov/newsroom/2020/03/13/governor-issues-first-covid-19-health-mandate/,,
United States of America,USA,Alaska,Alaska,3/16/20,Social distancing,Closure of educational institutions,Complete closure of primary and secondary schools,,,Closure of public schools,https://gov.alaska.gov/newsroom/2020/03/13/governor-issues-first-covid-19-health-mandate/,,
United States of America,USA,Alaska,Alaska,3/16/20,Social distancing,Mass gathering cancellation,Cultural places and events,"Libraries, archives, museums",,"closes state operated libraries, archives, and museums to the public",https://gov.alaska.gov/newsroom/2020/03/16/governor-issues-second-covid-19-health-mandate-signs-covid-19-legislation/,,
United States of America,USA,Alaska,Alaska,3/17/20,Resource allocation,Crisis management plans,Develop all-of-society and business continuity plans,"Global economic support to workers, employers and businesses",,"Creation of the Alaska Economic Stabilization Team. The Alaska Economic Stabilization Team brings together some of our state’s most experienced leaders in economics, business, and public policy to assess the challenges and recommend decisive policies to protect jobs, hardworking families, and the overall economy",https://gov.alaska.gov/newsroom/2020/03/17/governor-dunleavy-announces-alaska-economic-stabilization-team/,,
